codcli,marca,colecaoId,colecao,ordem,valor
3709,KIKI,V26,Verão 2026,3,8
3709,VALENT,V26,Verão 2026,3,5
3712,KIKI,I25,Inverno 2025,1,12319
3712,KIKI,I26,Inverno 2026,4,16902
3712,KIKI,V26,Verão 2026,3,20316
3712,KIKI,V27,Verão 2027,6,534130
3712,MENINA ANJO,I25,Inverno 2025,1,18997
3712,MENINA ANJO,I26,Inverno 2026,4,4572
3712,MENINA ANJO,V26,Verão 2026,3,21933
3712,MENINA ANJO,V27,Verão 2027,6,6784
3715,KIKI,I25,Inverno 2025,1,7697
3715,KIKI,I26,Inverno 2026,4,16902
3715,KIKI,V26,Verão 2026,3,20322
3715,KIKI,V27,Verão 2027,6,540288
3715,MENINA ANJO,I25,Inverno 2025,1,21514
3715,MENINA ANJO,I26,Inverno 2026,4,19064
3715,MENINA ANJO,V26,Verão 2026,3,19402
3715,MENINA ANJO,V27,Verão 2027,6,21600
3716,KIKI,V26,Verão 2026,3,2315
3716,KIKI,V27,Verão 2027,6,525900
3718,KIKI,V26,Verão 2026,3,2221
3720,KIKI,I26,Inverno 2026,4,3265
3720,KIKI,V27,Verão 2027,6,1761492
3720,MENINA ANJO,V27,Verão 2027,6,7
3720,VALENT,V27,Verão 2027,6,4100
3721,KIKI,I26,Inverno 2026,4,3265
3721,KIKI,V27,Verão 2027,6,1761492
3721,MENINA ANJO,V27,Verão 2027,6,7
3721,VALENT,V27,Verão 2027,6,4100
3730,KIKI,I25,Inverno 2025,1,11143
3730,KIKI,V26,Verão 2026,3,2
3731,KIKI,I25,Inverno 2025,1,11476
3731,KIKI,I26,Inverno 2026,4,7
3731,KIKI,V26,Verão 2026,3,532165
3731,KIKI,V27,Verão 2027,6,518720
3731,MENINA ANJO,I25,Inverno 2025,1,3549
3731,MENINA ANJO,I26,Inverno 2026,4,520960
3731,MENINA ANJO,V26,Verão 2026,3,4
3731,MENINA ANJO,V27,Verão 2027,6,558720
3731,VALENT,I26,Inverno 2026,4,11
3735,KIKI,V26,Verão 2026,3,3927
3744,KIKI,V26,Verão 2026,3,3927
3749,KIKI,V26,Verão 2026,3,17708
3749,VALENT,V26,Verão 2026,3,1522
3750,KIKI,I25,Inverno 2025,1,100920
3750,KIKI,I26,Inverno 2026,4,40523
3750,KIKI,V26,Verão 2026,3,197080
3752,KIKI,I25,Inverno 2025,1,735566
3752,KIKI,I26,Inverno 2026,4,276718
3752,KIKI,V26,Verão 2026,3,151
3752,KIKI,V27,Verão 2027,6,1311510
3752,MENINA ANJO,I25,Inverno 2025,1,519178
3752,MENINA ANJO,I26,Inverno 2026,4,108320
3752,MENINA ANJO,V26,Verão 2026,3,141
3752,MENINA ANJO,V27,Verão 2027,6,301592
3752,VALENT,V26,Verão 2026,3,189
3753,KIKI,V26,Verão 2026,3,28253
3753,VALENT,V26,Verão 2026,3,1522
3761,KIKI,V26,Verão 2026,3,21627
3761,VALENT,V26,Verão 2026,3,1522
3768,KIKI,I26,Inverno 2026,4,16788
3768,MENINA ANJO,I26,Inverno 2026,4,5
3773,KIKI,I25,Inverno 2025,1,4202
3773,KIKI,I26,Inverno 2026,4,7835
3773,KIKI,V26,Verão 2026,3,1702
3773,MENINA ANJO,I25,Inverno 2025,1,3203
3773,MENINA ANJO,I26,Inverno 2026,4,949
3773,VALENT,V26,Verão 2026,3,2973
3784,KIKI,I25,Inverno 2025,1,41404
3784,KIKI,I26,Inverno 2026,4,531865
3784,KIKI,V26,Verão 2026,3,27212
3784,KIKI,V27,Verão 2027,6,21033
3784,MENINA ANJO,I25,Inverno 2025,1,35593
3784,MENINA ANJO,I26,Inverno 2026,4,2158
3784,VALENT,I26,Inverno 2026,4,1089623
3784,VALENT,V27,Verão 2027,6,13365
3790,KIKI,V26,Verão 2026,3,16146
3791,KIKI,V26,Verão 2026,3,16418
3791,MENINA ANJO,V26,Verão 2026,3,2536
3791,VALENT,V26,Verão 2026,3,6901
3792,KIKI,I25,Inverno 2025,1,11230
3792,KIKI,I26,Inverno 2026,4,20769
3792,KIKI,V26,Verão 2026,3,29183
3792,MENINA ANJO,I26,Inverno 2026,4,2401
3792,MENINA ANJO,V26,Verão 2026,3,17843
3792,VALENT,I26,Inverno 2026,4,17265
3792,VALENT,V26,Verão 2026,3,17423
3804,KIKI,T26,Tropical 2026,5,22833
3823,KIKI,I25,Inverno 2025,1,62899
3823,KIKI,I26,Inverno 2026,4,3866
3823,KIKI,V26,Verão 2026,3,2275
3823,MENINA ANJO,I25,Inverno 2025,1,26943
3823,MENINA ANJO,I26,Inverno 2026,4,2846
3823,MENINA ANJO,V27,Verão 2027,6,2684
3830,KIKI,I25,Inverno 2025,1,6
3830,KIKI,I26,Inverno 2026,4,3
3830,KIKI,V27,Verão 2027,6,6
3830,MENINA ANJO,I25,Inverno 2025,1,7
3833,KIKI,I25,Inverno 2025,1,3
3847,KIKI,I25,Inverno 2025,1,2315
3851,KIKI,V26,Verão 2026,3,2227
3861,KIKI,V26,Verão 2026,3,2389
3878,KIKI,V26,Verão 2026,3,513280
3880,KIKI,I25,Inverno 2025,1,11917
3880,KIKI,I26,Inverno 2026,4,13129
3880,KIKI,V26,Verão 2026,3,9818
3880,KIKI,V27,Verão 2027,6,1313130
3890,KIKI,I26,Inverno 2026,4,534363
3890,KIKI,V26,Verão 2026,3,14522
3910,KIKI,V26,Verão 2026,3,798256
3910,KIKI,V27,Verão 2027,6,518727
3910,VALENT,V26,Verão 2026,3,3
3921,KIKI,V26,Verão 2026,3,55277
3921,MENINA ANJO,V26,Verão 2026,3,4106
3921,VALENT,V26,Verão 2026,3,16674
3930,KIKI,V26,Verão 2026,3,24872
3943,KIKI,I25,Inverno 2025,1,12140
3943,KIKI,I26,Inverno 2026,4,13018
3943,KIKI,V26,Verão 2026,3,20576
3943,KIKI,V27,Verão 2027,6,30915
3943,MENINA ANJO,I25,Inverno 2025,1,16462
3943,MENINA ANJO,I26,Inverno 2026,4,5
3943,MENINA ANJO,V27,Verão 2027,6,6406
3963,KIKI,V26,Verão 2026,3,9328
3963,KIKI,V27,Verão 2027,6,16564
3963,VALENT,V26,Verão 2026,3,16
3963,VALENT,V27,Verão 2027,6,17103
3966,KIKI,V26,Verão 2026,3,32
3967,KIKI,V26,Verão 2026,3,32
3979,KIKI,I25,Inverno 2025,1,2450
3979,KIKI,I26,Inverno 2026,4,6602
3979,MENINA ANJO,I25,Inverno 2025,1,11619
3979,MENINA ANJO,I26,Inverno 2026,4,2990
3979,MENINA ANJO,V26,Verão 2026,3,4131
3979,MENINA ANJO,V27,Verão 2027,6,15246
3992,KIKI,I25,Inverno 2025,1,11
3992,KIKI,V26,Verão 2026,3,912400
3992,MENINA ANJO,I25,Inverno 2025,1,4
3992,VALENT,V26,Verão 2026,3,1
4011,KIKI,I26,Inverno 2026,4,45747
4011,KIKI,V26,Verão 2026,3,50469
4011,MENINA ANJO,I26,Inverno 2026,4,11632
4011,MENINA ANJO,V26,Verão 2026,3,5152
4029,KIKI,I25,Inverno 2025,1,23548
4029,KIKI,V26,Verão 2026,3,12491
4035,KIKI,I25,Inverno 2025,1,6400
4035,MENINA ANJO,I25,Inverno 2025,1,5222
4036,KIKI,I25,Inverno 2025,1,8129
4036,KIKI,I26,Inverno 2026,4,4
4036,KIKI,V26,Verão 2026,3,3
4036,KIKI,V27,Verão 2027,6,558720
4049,KIKI,I25,Inverno 2025,1,12358
4049,KIKI,V26,Verão 2026,3,21157
4051,KIKI,I25,Inverno 2025,1,3662
4051,KIKI,I26,Inverno 2026,4,3
4055,KIKI,I25,Inverno 2025,1,37
4055,KIKI,I26,Inverno 2026,4,1045200
4055,KIKI,V26,Verão 2026,3,32
4055,VALENT,I26,Inverno 2026,4,1198819
4055,VALENT,V27,Verão 2027,6,6
4061,KIKI,I25,Inverno 2025,1,16351
4061,KIKI,V26,Verão 2026,3,10161
4061,KIKI,V27,Verão 2027,6,5
4061,MENINA ANJO,I25,Inverno 2025,1,7
4071,KIKI,I25,Inverno 2025,1,6255
4071,KIKI,I26,Inverno 2026,4,3
4071,MENINA ANJO,I25,Inverno 2025,1,3057
4071,MENINA ANJO,I26,Inverno 2026,4,390720
4071,VALENT,V26,Verão 2026,3,5
4082,KIKI,V27,Verão 2027,6,1
4082,MENINA ANJO,I26,Inverno 2026,4,390720
4088,KIKI,I25,Inverno 2025,1,15430
4088,MENINA ANJO,I25,Inverno 2025,1,18664
4088,MENINA ANJO,V26,Verão 2026,3,5939
4092,KIKI,I25,Inverno 2025,1,3694
4108,KIKI,I25,Inverno 2025,1,39510
4108,KIKI,I26,Inverno 2026,4,5
4108,KIKI,V26,Verão 2026,3,2
4108,KIKI,V27,Verão 2027,6,1186569
4108,MENINA ANJO,I25,Inverno 2025,1,7125
4108,VALENT,V27,Verão 2027,6,2
4114,MENINA ANJO,V26,Verão 2026,3,5801
4119,KIKI,I25,Inverno 2025,1,11639
4119,KIKI,I26,Inverno 2026,4,4869
4119,KIKI,V26,Verão 2026,3,4383
4119,MENINA ANJO,I25,Inverno 2025,1,15708
4119,VALENT,V26,Verão 2026,3,2158
4120,KIKI,I26,Inverno 2026,4,1050537
4120,KIKI,V26,Verão 2026,3,2090
4120,MENINA ANJO,I25,Inverno 2025,1,7
4133,KIKI,I25,Inverno 2025,1,20246
4133,KIKI,V26,Verão 2026,3,10811
4133,MENINA ANJO,I25,Inverno 2025,1,6855
4134,KIKI,V26,Verão 2026,3,2
4134,KIKI,V27,Verão 2027,6,669525
4134,VALENT,V26,Verão 2026,3,3
4137,KIKI,V26,Verão 2026,3,14252
4137,KIKI,V27,Verão 2027,6,19548
4137,MENINA ANJO,V26,Verão 2026,3,2473
4137,MENINA ANJO,V27,Verão 2027,6,5018
4146,KIKI,I25,Inverno 2025,1,24974
4146,KIKI,I26,Inverno 2026,4,1501
4146,KIKI,V26,Verão 2026,3,15528
4146,KIKI,V27,Verão 2027,6,21961
4146,MENINA ANJO,I25,Inverno 2025,1,8615
4146,MENINA ANJO,V26,Verão 2026,3,20285
4146,VALENT,V26,Verão 2026,3,4824
4146,VALENT,V27,Verão 2027,6,5499
4148,KIKI,I26,Inverno 2026,4,1988
4148,KIKI,V26,Verão 2026,3,19076
4148,KIKI,V27,Verão 2027,6,138874
4172,KIKI,I25,Inverno 2025,1,26139
4172,KIKI,I26,Inverno 2026,4,525865
4172,KIKI,V26,Verão 2026,3,27742
4172,KIKI,V27,Verão 2027,6,24453
4172,MENINA ANJO,I25,Inverno 2025,1,8701
4172,MENINA ANJO,I26,Inverno 2026,4,6480
4172,MENINA ANJO,V26,Verão 2026,3,15120
4172,MENINA ANJO,V27,Verão 2027,6,9105
4172,VALENT,V26,Verão 2026,3,5040
4172,VALENT,V27,Verão 2027,6,11045
4176,KIKI,I25,Inverno 2025,1,5600
4176,KIKI,I26,Inverno 2026,4,5749
4176,KIKI,V26,Verão 2026,3,4500
4176,KIKI,V27,Verão 2027,6,854
4176,MENINA ANJO,I26,Inverno 2026,4,2693
4176,MENINA ANJO,V26,Verão 2026,3,2855
4176,MENINA ANJO,V27,Verão 2027,6,2815
4176,VALENT,V26,Verão 2026,3,9927
4195,KIKI,I25,Inverno 2025,1,100920
4195,KIKI,I26,Inverno 2026,4,77098
4195,KIKI,V26,Verão 2026,3,237841
4195,MENINA ANJO,I25,Inverno 2025,1,37192
4195,MENINA ANJO,V26,Verão 2026,3,44562
4214,KIKI,I26,Inverno 2026,4,5044
4214,KIKI,T26,Tropical 2026,5,8636
4214,KIKI,V26,Verão 2026,3,71913
4214,MENINA ANJO,V26,Verão 2026,3,15966
4219,KIKI,I25,Inverno 2025,1,4888
4219,KIKI,V26,Verão 2026,3,532160
4219,KIKI,V27,Verão 2027,6,1230005
4219,VALENT,V26,Verão 2026,3,3
4223,KIKI,V26,Verão 2026,3,16706
4223,MENINA ANJO,V26,Verão 2026,3,4226
4223,VALENT,V26,Verão 2026,3,2419
4229,KIKI,V26,Verão 2026,3,5
4229,MENINA ANJO,I25,Inverno 2025,1,5096
4229,MENINA ANJO,I26,Inverno 2026,4,520960
4261,KIKI,I25,Inverno 2025,1,6584
4261,KIKI,V26,Verão 2026,3,2
4261,MENINA ANJO,I26,Inverno 2026,4,260480
4261,VALENT,V26,Verão 2026,3,3
4263,KIKI,I25,Inverno 2025,1,16475
4263,KIKI,I26,Inverno 2026,4,1055618
4263,KIKI,V26,Verão 2026,3,11698
4263,KIKI,V27,Verão 2027,6,28683
4263,MENINA ANJO,I25,Inverno 2025,1,15201
4263,MENINA ANJO,I26,Inverno 2026,4,10
4263,MENINA ANJO,V26,Verão 2026,3,7
4263,MENINA ANJO,V27,Verão 2027,6,15069
4263,VALENT,V26,Verão 2026,3,6
4263,VALENT,V27,Verão 2027,6,5175
4266,KIKI,V26,Verão 2026,3,4154
4270,KIKI,I25,Inverno 2025,1,58937
4270,KIKI,I26,Inverno 2026,4,10
4270,KIKI,V26,Verão 2026,3,532173
4270,KIKI,V27,Verão 2027,6,1622413
4278,KIKI,V26,Verão 2026,3,71429
4278,MENINA ANJO,V26,Verão 2026,3,8029
4278,VALENT,V26,Verão 2026,3,18521
4284,KIKI,V26,Verão 2026,3,384962
4294,KIKI,V26,Verão 2026,3,12158
4294,MENINA ANJO,V26,Verão 2026,3,2531
4306,KIKI,I25,Inverno 2025,1,11181
4306,KIKI,I26,Inverno 2026,4,5
4306,KIKI,V26,Verão 2026,3,6
4306,KIKI,V27,Verão 2027,6,1771
4315,KIKI,I25,Inverno 2025,1,11312
4315,KIKI,V26,Verão 2026,3,135346
4315,MENINA ANJO,I25,Inverno 2025,1,6732
4315,MENINA ANJO,V26,Verão 2026,3,13
4315,VALENT,V26,Verão 2026,3,65714
4319,KIKI,I25,Inverno 2025,1,7614
4319,KIKI,I26,Inverno 2026,4,19673
4319,KIKI,T26,Tropical 2026,5,4421
4319,VALENT,I26,Inverno 2026,4,6451
4333,KIKI,I25,Inverno 2025,1,9158
4333,KIKI,I26,Inverno 2026,4,527824
4333,KIKI,V26,Verão 2026,3,34610
4333,VALENT,V26,Verão 2026,3,6
4355,KIKI,I25,Inverno 2025,1,2
4355,KIKI,V26,Verão 2026,3,256640
4374,KIKI,I26,Inverno 2026,4,12419
4374,KIKI,V26,Verão 2026,3,10828
4374,VALENT,I26,Inverno 2026,4,3485
4374,VALENT,V26,Verão 2026,3,12
4378,KIKI,I25,Inverno 2025,1,13912
4378,KIKI,I26,Inverno 2026,4,18946
4378,KIKI,V26,Verão 2026,3,14971
4378,MENINA ANJO,I25,Inverno 2025,1,2000
4382,KIKI,I25,Inverno 2025,1,12326
4382,KIKI,V26,Verão 2026,3,1145
4382,MENINA ANJO,I25,Inverno 2025,1,8577
4382,MENINA ANJO,V26,Verão 2026,3,8960
4443,KIKI,I25,Inverno 2025,1,8228
4443,KIKI,V26,Verão 2026,3,6314
4444,KIKI,I25,Inverno 2025,1,9236
4471,KIKI,T26,Tropical 2026,5,1928
4471,KIKI,V26,Verão 2026,3,6586
4471,VALENT,T26,Tropical 2026,5,2180
4536,KIKI,I25,Inverno 2025,1,9238
4536,KIKI,I26,Inverno 2026,4,7
4536,KIKI,V26,Verão 2026,3,513280
4536,VALENT,V26,Verão 2026,3,3
4538,KIKI,I25,Inverno 2025,1,5171
4538,KIKI,I26,Inverno 2026,4,14
4538,KIKI,V26,Verão 2026,3,1026582
4538,MENINA ANJO,I25,Inverno 2025,1,14183
4538,MENINA ANJO,I26,Inverno 2026,4,1172160
4538,MENINA ANJO,V26,Verão 2026,3,11
4565,KIKI,I25,Inverno 2025,1,17541
4565,KIKI,V26,Verão 2026,3,4
4565,MENINA ANJO,I25,Inverno 2025,1,3838
4565,VALENT,I26,Inverno 2026,4,587840
4569,KIKI,I25,Inverno 2025,1,4136
4569,KIKI,V26,Verão 2026,3,513282
4571,KIKI,V26,Verão 2026,3,3488
4571,MENINA ANJO,V26,Verão 2026,3,4
4575,KIKI,I25,Inverno 2025,1,7468
4575,KIKI,I26,Inverno 2026,4,5236
4575,KIKI,V26,Verão 2026,3,19804
4575,KIKI,V27,Verão 2027,6,12165
4575,MENINA ANJO,I26,Inverno 2026,4,2684
4577,KIKI,I26,Inverno 2026,4,2675
4577,KIKI,V26,Verão 2026,3,6
4615,KIKI,T25,Tropical 2025,2,6
4623,KIKI,V26,Verão 2026,3,18
4623,KIKI,V27,Verão 2027,6,20
4632,KIKI,I25,Inverno 2025,1,2387
4632,KIKI,I26,Inverno 2026,4,16124
4632,KIKI,V26,Verão 2026,3,4426
4632,KIKI,V27,Verão 2027,6,6308
4632,MENINA ANJO,V26,Verão 2026,3,5288
4632,VALENT,I26,Inverno 2026,4,10902
4633,KIKI,I25,Inverno 2025,1,2387
4633,KIKI,I26,Inverno 2026,4,16124
4633,KIKI,V26,Verão 2026,3,2097
4633,KIKI,V27,Verão 2027,6,13594
4633,MENINA ANJO,V26,Verão 2026,3,5288
4633,VALENT,I26,Inverno 2026,4,10902
4644,KIKI,I25,Inverno 2025,1,2243
4644,KIKI,I26,Inverno 2026,4,18015
4644,KIKI,V26,Verão 2026,3,17689
4644,KIKI,V27,Verão 2027,6,13837
4644,MENINA ANJO,I25,Inverno 2025,1,6151
4644,MENINA ANJO,V26,Verão 2026,3,12676
4644,MENINA ANJO,V27,Verão 2027,6,961
4663,KIKI,I25,Inverno 2025,1,18654
4663,KIKI,I26,Inverno 2026,4,28298
4663,KIKI,V26,Verão 2026,3,33102
4663,KIKI,V27,Verão 2027,6,20289
4663,MENINA ANJO,I25,Inverno 2025,1,5850
4663,MENINA ANJO,I26,Inverno 2026,4,5540
4663,MENINA ANJO,V26,Verão 2026,3,2936
4663,MENINA ANJO,V27,Verão 2027,6,2774
4669,KIKI,I25,Inverno 2025,1,2
4669,KIKI,V26,Verão 2026,3,532162
4669,MENINA ANJO,I26,Inverno 2026,4,520960
4669,MENINA ANJO,V26,Verão 2026,3,4
4669,VALENT,V26,Verão 2026,3,3
4675,KIKI,I26,Inverno 2026,4,9009
4675,KIKI,T26,Tropical 2026,5,1933
4675,KIKI,V26,Verão 2026,3,10501
4675,MENINA ANJO,I25,Inverno 2025,1,8
4675,VALENT,I26,Inverno 2026,4,2914
4675,VALENT,V26,Verão 2026,3,5
4688,KIKI,I25,Inverno 2025,1,4430
4688,KIKI,V26,Verão 2026,3,3560
4688,MENINA ANJO,I25,Inverno 2025,1,8908
4688,VALENT,V26,Verão 2026,3,4576
4690,KIKI,I26,Inverno 2026,4,2549
4690,KIKI,V26,Verão 2026,3,2329
4697,KIKI,I25,Inverno 2025,1,4671
4697,KIKI,V26,Verão 2026,3,11651
4698,KIKI,I25,Inverno 2025,1,33808
4698,KIKI,I26,Inverno 2026,4,545171
4698,KIKI,V26,Verão 2026,3,23844
4698,MENINA ANJO,I25,Inverno 2025,1,1991
4698,MENINA ANJO,V26,Verão 2026,3,8756
4698,VALENT,I26,Inverno 2026,4,426505
4698,VALENT,V26,Verão 2026,3,2405
4705,KIKI,I25,Inverno 2025,1,27133
4705,KIKI,I26,Inverno 2026,4,27448
4705,KIKI,V26,Verão 2026,3,15066
4705,MENINA ANJO,I26,Inverno 2026,4,9508
4705,MENINA ANJO,V26,Verão 2026,3,24582
4716,KIKI,I25,Inverno 2025,1,13687
4716,KIKI,I26,Inverno 2026,4,6329
4716,KIKI,V26,Verão 2026,3,10276
4716,MENINA ANJO,V26,Verão 2026,3,12404
4725,KIKI,I26,Inverno 2026,4,2549
4725,KIKI,V26,Verão 2026,3,13
4729,KIKI,I25,Inverno 2025,1,2450
4729,KIKI,V26,Verão 2026,3,5
4730,KIKI,I25,Inverno 2025,1,2774
4730,KIKI,I26,Inverno 2026,4,3
4730,KIKI,V26,Verão 2026,3,13070
4730,KIKI,V27,Verão 2027,6,4
4730,MENINA ANJO,V26,Verão 2026,3,2936
4743,KIKI,I25,Inverno 2025,1,5161
4744,KIKI,I25,Inverno 2025,1,19051
4744,KIKI,V27,Verão 2027,6,1
4744,MENINA ANJO,I25,Inverno 2025,1,3885
4774,KIKI,V27,Verão 2027,6,1303689
4775,KIKI,I26,Inverno 2026,4,12849
4775,KIKI,V26,Verão 2026,3,43628
4775,VALENT,I26,Inverno 2026,4,561600
4794,KIKI,I25,Inverno 2025,1,20463
4794,KIKI,V26,Verão 2026,3,2
4794,KIKI,V27,Verão 2027,6,140244
4794,MENINA ANJO,I25,Inverno 2025,1,2648
4798,KIKI,I25,Inverno 2025,1,43165
4798,KIKI,I26,Inverno 2026,4,40267
4798,KIKI,V26,Verão 2026,3,29772
4798,KIKI,V27,Verão 2027,6,18328
4798,MENINA ANJO,I25,Inverno 2025,1,20598
4798,MENINA ANJO,I26,Inverno 2026,4,2700
4798,MENINA ANJO,V26,Verão 2026,3,9993
4798,MENINA ANJO,V27,Verão 2027,6,3114
4798,VALENT,V26,Verão 2026,3,5187
4813,KIKI,V26,Verão 2026,3,25172
4813,MENINA ANJO,V26,Verão 2026,3,9981
4819,KIKI,I25,Inverno 2025,1,32382
4819,KIKI,I26,Inverno 2026,4,42557
4819,KIKI,T25,Tropical 2025,2,15
4819,KIKI,V26,Verão 2026,3,34
4819,KIKI,V27,Verão 2027,6,31617
4825,KIKI,I26,Inverno 2026,4,7
4825,KIKI,V26,Verão 2026,3,513284
4825,KIKI,V27,Verão 2027,6,518720
4825,VALENT,V26,Verão 2026,3,593280
4828,KIKI,I25,Inverno 2025,1,5254
4828,KIKI,I26,Inverno 2026,4,2549
4828,KIKI,V26,Verão 2026,3,5573
4828,KIKI,V27,Verão 2027,6,161687
4828,VALENT,V27,Verão 2027,6,2
4842,KIKI,I25,Inverno 2025,1,4
4842,KIKI,I26,Inverno 2026,4,5
4842,KIKI,V26,Verão 2026,3,256641
4842,KIKI,V27,Verão 2027,6,5
4842,VALENT,V27,Verão 2027,6,2
4847,KIKI,V26,Verão 2026,3,115131
4847,MENINA ANJO,V26,Verão 2026,3,51138
4847,VALENT,V26,Verão 2026,3,50174
4848,KIKI,I25,Inverno 2025,1,6578
4848,KIKI,I26,Inverno 2026,4,23729
4848,KIKI,T25,Tropical 2025,2,7572
4848,KIKI,V26,Verão 2026,3,20452
4848,KIKI,V27,Verão 2027,6,17098
4848,MENINA ANJO,I25,Inverno 2025,1,23
4848,MENINA ANJO,I26,Inverno 2026,4,11652
4848,MENINA ANJO,V26,Verão 2026,3,10804
4848,MENINA ANJO,V27,Verão 2027,6,1069200
4848,VALENT,V26,Verão 2026,3,10773
4848,VALENT,V27,Verão 2027,6,6190
4860,KIKI,I26,Inverno 2026,4,2495
4860,KIKI,V26,Verão 2026,3,9994
4860,MENINA ANJO,I26,Inverno 2026,4,2383
4860,MENINA ANJO,V26,Verão 2026,3,4810
4862,KIKI,V26,Verão 2026,3,3879
4863,MENINA ANJO,V26,Verão 2026,3,2675
4865,KIKI,V26,Verão 2026,3,2204
4866,KIKI,I26,Inverno 2026,4,5224
4866,KIKI,V26,Verão 2026,3,4306
4866,MENINA ANJO,V26,Verão 2026,3,2567
4866,VALENT,V26,Verão 2026,3,9
4876,KIKI,I26,Inverno 2026,4,4851
4876,KIKI,V26,Verão 2026,3,4590
4876,KIKI,V27,Verão 2027,6,11378
4876,MENINA ANJO,V27,Verão 2027,6,515400
4876,VALENT,V27,Verão 2027,6,38846
4877,KIKI,I26,Inverno 2026,4,1501
4877,KIKI,V26,Verão 2026,3,2113
4877,MENINA ANJO,V26,Verão 2026,3,5090
4877,VALENT,V26,Verão 2026,3,2158
4879,KIKI,I25,Inverno 2025,1,8885
4879,KIKI,I26,Inverno 2026,4,2630
4879,MENINA ANJO,I25,Inverno 2025,1,11754
4879,MENINA ANJO,V26,Verão 2026,3,5292
4888,KIKI,I25,Inverno 2025,1,25525
4888,KIKI,V26,Verão 2026,3,518000
4888,MENINA ANJO,I25,Inverno 2025,1,15769
4888,MENINA ANJO,I26,Inverno 2026,4,390720
4888,VALENT,I26,Inverno 2026,4,3
4888,VALENT,V26,Verão 2026,3,3
4910,KIKI,I25,Inverno 2025,1,17122
4910,KIKI,I26,Inverno 2026,4,3
4910,KIKI,V26,Verão 2026,3,1178484
4910,MENINA ANJO,I25,Inverno 2025,1,3218
4912,KIKI,I25,Inverno 2025,1,19434
4912,KIKI,I26,Inverno 2026,4,385290
4912,KIKI,V26,Verão 2026,3,2
4912,MENINA ANJO,I25,Inverno 2025,1,6678
4926,KIKI,I25,Inverno 2025,1,15092
4926,MENINA ANJO,I25,Inverno 2025,1,11076
4927,KIKI,V27,Verão 2027,6,530504
4927,VALENT,V27,Verão 2027,6,3292
4936,KIKI,I25,Inverno 2025,1,13550
4936,KIKI,I26,Inverno 2026,4,1501
4936,KIKI,V26,Verão 2026,3,11725
4936,MENINA ANJO,I25,Inverno 2025,1,16497
4936,VALENT,I26,Inverno 2026,4,1078500
4936,VALENT,V27,Verão 2027,6,4491
4938,KIKI,V26,Verão 2026,3,93398
4938,MENINA ANJO,V26,Verão 2026,3,22463
4938,VALENT,V26,Verão 2026,3,868005
4945,KIKI,V26,Verão 2026,3,30171
4945,MENINA ANJO,I25,Inverno 2025,1,26856
4945,MENINA ANJO,V26,Verão 2026,3,8370
4951,KIKI,I25,Inverno 2025,1,8612
4951,KIKI,I26,Inverno 2026,4,7400
4951,KIKI,V26,Verão 2026,3,8986
4951,KIKI,V27,Verão 2027,6,21847
4951,MENINA ANJO,V26,Verão 2026,3,4144
4991,KIKI,V26,Verão 2026,3,6441
4991,MENINA ANJO,V26,Verão 2026,3,5288
4991,VALENT,V26,Verão 2026,3,2158
5004,KIKI,V26,Verão 2026,3,4684
5004,MENINA ANJO,I25,Inverno 2025,1,3
5004,MENINA ANJO,V26,Verão 2026,3,2536
5015,KIKI,V26,Verão 2026,3,13545
5015,MENINA ANJO,V26,Verão 2026,3,5146
5015,VALENT,V26,Verão 2026,3,4011
5035,KIKI,V26,Verão 2026,3,4
5036,KIKI,I25,Inverno 2025,1,16516
5036,MENINA ANJO,I25,Inverno 2025,1,4213
5045,KIKI,I25,Inverno 2025,1,11078
5045,KIKI,I26,Inverno 2026,4,3193
5045,KIKI,V26,Verão 2026,3,7081
5045,MENINA ANJO,I25,Inverno 2025,1,8624
5045,VALENT,V26,Verão 2026,3,2158
5053,KIKI,V26,Verão 2026,3,12
5053,KIKI,V27,Verão 2027,6,5895
5055,KIKI,I25,Inverno 2025,1,14
5055,KIKI,V26,Verão 2026,3,31
5055,KIKI,V27,Verão 2027,6,12400
5055,MENINA ANJO,I25,Inverno 2025,1,36885
5055,MENINA ANJO,V27,Verão 2027,6,938
5055,VALENT,V26,Verão 2026,3,13
5055,VALENT,V27,Verão 2027,6,12
5057,KIKI,V26,Verão 2026,3,12
5057,KIKI,V27,Verão 2027,6,5895
5058,KIKI,V26,Verão 2026,3,12
5058,KIKI,V27,Verão 2027,6,41693
5058,VALENT,V27,Verão 2027,6,33495
5066,KIKI,I26,Inverno 2026,4,14426
5066,KIKI,T26,Tropical 2026,5,18522
5066,KIKI,V26,Verão 2026,3,15288
5066,VALENT,V26,Verão 2026,3,5
5070,KIKI,V26,Verão 2026,3,6
5096,KIKI,I26,Inverno 2026,4,2830817
5096,KIKI,V26,Verão 2026,3,167
5096,MENINA ANJO,I26,Inverno 2026,4,130671
5096,VALENT,I26,Inverno 2026,4,638827
5101,KIKI,I25,Inverno 2025,1,2
5103,KIKI,I25,Inverno 2025,1,19287
5103,KIKI,I26,Inverno 2026,4,1057735
5103,KIKI,V26,Verão 2026,3,6532
5103,VALENT,I26,Inverno 2026,4,1081414
5103,VALENT,V26,Verão 2026,3,7396
5104,KIKI,V26,Verão 2026,3,4
5105,KIKI,I25,Inverno 2025,1,8724
5105,KIKI,V26,Verão 2026,3,3
5105,VALENT,V26,Verão 2026,3,3
