codcli,profile
12904,REGULAR
12905,REGULAR
12908,REGULAR
12909,EVENTUAL
12913,REGULAR
12914,EVENTUAL
12916,FREQUENTE
12917,FREQUENTE
12918,REGULAR
12919,REGULAR
12923,REGULAR
12924,REGULAR
12925,REGULAR
12926,REGULAR
12927,REGULAR
12928,REGULAR
12930,EVENTUAL
12934,REGULAR
12937,EVENTUAL
12938,EVENTUAL
12940,FREQUENTE
12941,REGULAR
12942,EVENTUAL
12943,REGULAR
12944,REGULAR
12945,REGULAR
12946,EVENTUAL
12947,REGULAR
12948,REGULAR
12949,REGULAR
12950,REGULAR
12951,REGULAR
12952,REGULAR
12953,REGULAR
12955,EVENTUAL
12964,FREQUENTE
12965,EVENTUAL
12966,FREQUENTE
12967,REGULAR
12970,FREQUENTE
12974,EVENTUAL
12984,REGULAR
12990,REGULAR
12995,EVENTUAL
12998,EVENTUAL
13005,EVENTUAL
13006,EVENTUAL
13008,FREQUENTE
13011,EVENTUAL
13012,EVENTUAL
13013,EVENTUAL
13015,REGULAR
13016,REGULAR
13018,EVENTUAL
13019,REGULAR
13020,REGULAR
13021,EVENTUAL
13022,EVENTUAL
13023,REGULAR
13027,EVENTUAL
13032,REGULAR
13033,VIP 3+
13039,VIP 3+
13045,FREQUENTE
13046,REGULAR
13052,REGULAR
13053,EVENTUAL
13054,EVENTUAL
13060,FREQUENTE
13061,REGULAR
13072,REGULAR
13074,EVENTUAL
13075,REGULAR
13076,REGULAR
13079,REGULAR
13082,VIP 3+
13086,EVENTUAL
13090,VIP 3+
13093,FREQUENTE
13095,REGULAR
13096,FREQUENTE
13097,REGULAR
13098,REGULAR
13099,REGULAR
13100,VIP 3+
13101,REGULAR
13104,REGULAR
13106,EVENTUAL
13107,REGULAR
13109,EVENTUAL
13110,REGULAR
13111,REGULAR
13112,EVENTUAL
13113,FREQUENTE
13115,REGULAR
13116,REGULAR
13117,REGULAR
13119,REGULAR
13121,FREQUENTE
13122,REGULAR
13123,VIP 3+
13124,EVENTUAL
13125,VIP 3+
13127,REGULAR
13128,VIP 3+
13131,REGULAR
13134,REGULAR
13135,FREQUENTE
13136,EVENTUAL
13137,FREQUENTE
13139,REGULAR
13143,REGULAR
13144,REGULAR
13146,REGULAR
13156,FREQUENTE
13157,REGULAR
13160,VIP
13161,VIP 3+
13162,REGULAR
13163,EVENTUAL
13166,VIP 3+
13169,EVENTUAL
13170,REGULAR
13171,FREQUENTE
13172,REGULAR
13174,EVENTUAL
13178,REGULAR
13179,REGULAR
13180,EVENTUAL
13181,REGULAR
13182,REGULAR
13183,EVENTUAL
13184,REGULAR
13186,EVENTUAL
13190,FREQUENTE
13192,FREQUENTE
13195,REGULAR
13196,EVENTUAL
13197,FREQUENTE
13200,EVENTUAL
13201,REGULAR
13204,REGULAR
13205,REGULAR
13206,REGULAR
13210,EVENTUAL
13211,VIP 3+
13212,REGULAR
13213,REGULAR
13216,EVENTUAL
13217,REGULAR
13222,REGULAR
13235,REGULAR
13237,EVENTUAL
13239,REGULAR
13240,REGULAR
13242,REGULAR
13245,EVENTUAL
13248,REGULAR
13249,REGULAR
13250,FREQUENTE
13252,REGULAR
13262,EVENTUAL
13265,REGULAR
13266,REGULAR
13267,REGULAR
13272,REGULAR
13282,REGULAR
13285,REGULAR
13287,EVENTUAL
13288,VIP 3+
13290,REGULAR
13291,REGULAR
13293,REGULAR
13295,REGULAR
13296,REGULAR
13298,REGULAR
13299,REGULAR
13300,REGULAR
13302,REGULAR
13304,VIP 3+
13318,VIP 3+
13319,EVENTUAL
13321,REGULAR
13324,EVENTUAL
13326,REGULAR
13330,REGULAR
13332,VIP 3+
13336,REGULAR
13340,REGULAR
13342,REGULAR
13345,REGULAR
13347,VIP 3+
13351,REGULAR
13353,NOVO 26
13360,VIP 3+
13361,REGULAR
13362,REGULAR
13364,REGULAR
13365,REGULAR
13366,VIP 3+
13367,REGULAR
13369,REGULAR
13370,REGULAR
13371,REGULAR
13372,FREQUENTE
13373,REGULAR
13374,REGULAR
13377,EVENTUAL
13378,REGULAR
13384,EVENTUAL
13386,REGULAR
13387,EVENTUAL
13391,REGULAR
13392,REGULAR
13393,REGULAR
13394,NOVO 24
13395,REGULAR
13397,REGULAR
13398,REGULAR
13399,REGULAR
13400,VIP 3+
13401,EVENTUAL
13402,REGULAR
13404,EVENTUAL
13405,EVENTUAL
13416,REGULAR
13417,REGULAR
13419,REGULAR
13420,REGULAR
13421,REGULAR
13425,REGULAR
13427,REGULAR
13429,EVENTUAL
13430,VIP 3+
13433,EVENTUAL
13438,VIP 3+
13443,REGULAR
13444,EVENTUAL
13445,REGULAR
13447,REGULAR
13448,REGULAR
13449,REGULAR
13455,REGULAR
13456,REGULAR
13457,EVENTUAL
13459,REGULAR
13467,REGULAR
13471,REGULAR
13472,REGULAR
13473,REGULAR
13474,REGULAR
13477,REGULAR
13478,REGULAR
13480,REGULAR
13483,REGULAR
13484,EVENTUAL
13485,EVENTUAL
13486,EVENTUAL
13487,REGULAR
13488,REGULAR
13491,EVENTUAL
13494,REGULAR
13495,REGULAR
13498,FREQUENTE
13499,REGULAR
13500,REGULAR
13503,EVENTUAL
13510,REGULAR
13511,REGULAR
13512,REGULAR
13513,REGULAR
13514,REGULAR
13515,EVENTUAL
13516,EVENTUAL
13519,EVENTUAL
13520,REGULAR
13521,EVENTUAL
13522,EVENTUAL
13523,EVENTUAL
13524,EVENTUAL
13525,EVENTUAL
13526,FREQUENTE
13528,EVENTUAL
13530,EVENTUAL
13532,REGULAR
13533,REGULAR
13534,EVENTUAL
13535,FREQUENTE
13536,REGULAR
13537,REGULAR
13539,REGULAR
13542,REGULAR
13547,REGULAR
13548,FREQUENTE
13550,REGULAR
13551,EVENTUAL
13552,REGULAR
13553,EVENTUAL
13554,EVENTUAL
13555,EVENTUAL
13556,FREQUENTE
13557,FREQUENTE
13558,REGULAR
13560,EVENTUAL
13561,EVENTUAL
13562,EVENTUAL
13563,REGULAR
13568,EVENTUAL
13569,EVENTUAL
13570,REGULAR
13572,REGULAR
13575,EVENTUAL
13576,REGULAR
13577,REGULAR
13579,REGULAR
13580,REGULAR
13581,EVENTUAL
13587,EVENTUAL
13588,REGULAR
13592,FREQUENTE
13593,FREQUENTE
13594,FREQUENTE
13596,EVENTUAL
13601,REGULAR
13605,REGULAR
13606,REGULAR
13607,REGULAR
13608,FREQUENTE
13609,EVENTUAL
13610,EVENTUAL
13613,REGULAR
13614,EVENTUAL
13615,EVENTUAL
13616,REGULAR
13617,EVENTUAL
13618,EVENTUAL
13619,EVENTUAL
13620,REGULAR
13621,REGULAR
13626,EVENTUAL
13627,EVENTUAL
13628,REGULAR
13629,REGULAR
13631,EVENTUAL
13632,REGULAR
13633,FREQUENTE
13634,EVENTUAL
13635,REGULAR
13637,EVENTUAL
13638,REGULAR
13644,EVENTUAL
13648,EVENTUAL
13649,REGULAR
13650,EVENTUAL
13651,EVENTUAL
13652,FREQUENTE
13653,REGULAR
13654,EVENTUAL
13655,EVENTUAL
13656,REGULAR
13657,EVENTUAL
13660,EVENTUAL
13661,EVENTUAL
13663,FREQUENTE
13665,FREQUENTE
13666,EVENTUAL
13667,EVENTUAL
13669,REGULAR
13670,EVENTUAL
13671,EVENTUAL
13672,REGULAR
13673,EVENTUAL
13676,NOVO 25
13679,EVENTUAL
13680,REGULAR
13681,EVENTUAL
13682,REGULAR
13683,REGULAR
13684,REGULAR
13685,REGULAR
13686,REGULAR
13688,FREQUENTE
13690,REGULAR
13694,REGULAR
13698,REGULAR
13699,EVENTUAL
13701,REGULAR
13702,REGULAR
13703,REGULAR
13704,EVENTUAL
13705,VIP 3+
13706,EVENTUAL
13708,EVENTUAL
13710,REGULAR
13714,FREQUENTE
13716,EVENTUAL
13717,EVENTUAL
13718,EVENTUAL
13719,REGULAR
13721,REGULAR
13723,REGULAR
13725,REGULAR
13726,REGULAR
13727,REGULAR
13728,REGULAR
13729,REGULAR
13730,REGULAR
13731,REGULAR
13732,FREQUENTE
13733,REGULAR
13734,EVENTUAL
13737,REGULAR
13738,REGULAR
13739,REGULAR
13743,REGULAR
13745,EVENTUAL
13746,REGULAR
13747,REGULAR
13748,EVENTUAL
13749,REGULAR
13750,REGULAR
13751,EVENTUAL
13752,EVENTUAL
13753,REGULAR
13754,EVENTUAL
13755,EVENTUAL
13757,REGULAR
13758,EVENTUAL
13759,REGULAR
13761,REGULAR
13762,REGULAR
13764,EVENTUAL
13765,REGULAR
13766,REGULAR
13770,FREQUENTE
13772,EVENTUAL
13773,EVENTUAL
13774,REGULAR
13776,EVENTUAL
13777,REGULAR
13778,REGULAR
13779,REGULAR
13780,REGULAR
13781,EVENTUAL
13782,EVENTUAL
13783,EVENTUAL
13788,REGULAR
13789,REGULAR
13790,EVENTUAL
13791,EVENTUAL
13793,REGULAR
13794,REGULAR
13797,REGULAR
13798,EVENTUAL
13799,EVENTUAL
13800,REGULAR
13802,REGULAR
13803,REGULAR
13805,EVENTUAL
13807,EVENTUAL
13808,REGULAR
13809,EVENTUAL
13810,EVENTUAL
13811,FREQUENTE
13812,REGULAR
13813,REGULAR
13814,REGULAR
13816,REGULAR
13817,EVENTUAL
13818,REGULAR
13819,EVENTUAL
13820,FREQUENTE
13823,EVENTUAL
13827,REGULAR
13828,REGULAR
13829,REGULAR
13831,REGULAR
13833,EVENTUAL
13834,EVENTUAL
13835,REGULAR
13836,EVENTUAL
13837,REGULAR
13838,FREQUENTE
13839,REGULAR
13842,REGULAR
13844,EVENTUAL
13845,REGULAR
13846,REGULAR
13847,EVENTUAL
13848,REGULAR
13850,EVENTUAL
13851,EVENTUAL
13852,EVENTUAL
13853,REGULAR
13854,EVENTUAL
13857,REGULAR
13858,REGULAR
13859,REGULAR
13860,EVENTUAL
13861,EVENTUAL
13862,EVENTUAL
13864,EVENTUAL
13865,REGULAR
13867,REGULAR
13870,REGULAR
13873,REGULAR
13874,EVENTUAL
13875,REGULAR
13879,REGULAR
13880,REGULAR
13883,REGULAR
13886,REGULAR
13887,EVENTUAL
13889,REGULAR
13891,REGULAR
13892,REGULAR
13894,EVENTUAL
13895,EVENTUAL
13896,EVENTUAL
13899,EVENTUAL
13902,REGULAR
13915,EVENTUAL
13917,REGULAR
13918,REGULAR
13922,FREQUENTE
13929,EVENTUAL
13932,EVENTUAL
13938,REGULAR
13949,REGULAR
13950,REGULAR
13954,REGULAR
13969,REGULAR
13997,NOVO 24
13998,REGULAR
13999,REGULAR
14000,REGULAR
14007,REGULAR
14009,EVENTUAL
14018,FREQUENTE
14023,EVENTUAL
14025,EVENTUAL
14026,EVENTUAL
14057,EVENTUAL
14063,EVENTUAL
14070,EVENTUAL
14073,EVENTUAL
14074,REGULAR
14079,REGULAR
14080,REGULAR
14081,REGULAR
14082,EVENTUAL
14095,REGULAR
14098,EVENTUAL
14100,EVENTUAL
14101,REGULAR
14102,EVENTUAL
14103,EVENTUAL
14105,EVENTUAL
14106,REGULAR
14107,REGULAR
14108,REGULAR
14109,REGULAR
14111,EVENTUAL
14112,EVENTUAL
14118,REGULAR
14121,EVENTUAL
14122,REGULAR
14123,REGULAR
14127,REGULAR
14128,EVENTUAL
14129,REGULAR
14131,REGULAR
14132,REGULAR
14135,REGULAR
14136,EVENTUAL
14137,REGULAR
14138,REGULAR
14139,EVENTUAL
14140,REGULAR
14141,REGULAR
14142,REGULAR
14143,REGULAR
14144,EVENTUAL
14146,REGULAR
14147,EVENTUAL
14157,EVENTUAL
14158,REGULAR
14159,REGULAR
14164,EVENTUAL
14165,EVENTUAL
14168,REGULAR
14169,REGULAR
14170,REGULAR
14173,EVENTUAL
14179,REGULAR
14181,REGULAR
14183,NOVO 24
14184,EVENTUAL
14190,REGULAR
14191,REGULAR
14192,REGULAR
14194,REGULAR
14195,REGULAR
14196,EVENTUAL
14197,REGULAR
14198,REGULAR
14203,REGULAR
14205,EVENTUAL
14206,EVENTUAL
14208,REGULAR
14209,REGULAR
14213,REGULAR
14214,EVENTUAL
14215,EVENTUAL
14216,EVENTUAL
14222,REGULAR
14225,EVENTUAL
14226,EVENTUAL
14228,EVENTUAL
14235,EVENTUAL
14237,REGULAR
14239,EVENTUAL
14240,EVENTUAL
14241,REGULAR
14242,REGULAR
14249,EVENTUAL
14256,REGULAR
14257,REGULAR
14258,REGULAR
14259,REGULAR
14260,REGULAR
14262,EVENTUAL
14269,REGULAR
14272,EVENTUAL
14274,EVENTUAL
14276,REGULAR
14278,EVENTUAL
14279,EVENTUAL
14280,REGULAR
14281,REGULAR
14284,REGULAR
14285,REGULAR
14286,REGULAR
14291,REGULAR
14292,REGULAR
14293,REGULAR
14294,REGULAR
14296,REGULAR
14299,REGULAR
14300,EVENTUAL
14302,REGULAR
14303,REGULAR
14306,EVENTUAL
14309,REGULAR
14311,EVENTUAL
14313,REGULAR
14316,REGULAR
14318,REGULAR
14319,REGULAR
14320,REGULAR
14321,REGULAR
14322,REGULAR
14323,REGULAR
14324,REGULAR
14328,REGULAR
14331,EVENTUAL
14332,EVENTUAL
14337,EVENTUAL
14339,EVENTUAL
14340,REGULAR
14341,EVENTUAL
14342,REGULAR
14343,REGULAR
14345,REGULAR
14346,EVENTUAL
14347,REGULAR
14349,EVENTUAL
14352,EVENTUAL
14353,REGULAR
14359,REGULAR
14360,EVENTUAL
14362,REGULAR
14369,REGULAR
14370,EVENTUAL
14372,REGULAR
14375,REGULAR
14376,EVENTUAL
14382,EVENTUAL
14385,REGULAR
14386,REGULAR
14390,EVENTUAL
14400,REGULAR
14401,REGULAR
14406,REGULAR
14408,EVENTUAL
14410,REGULAR
14412,EVENTUAL
14418,EVENTUAL
14425,REGULAR
14437,EVENTUAL
14441,REGULAR
14447,REGULAR
14452,REGULAR
14454,EVENTUAL
14463,REGULAR
14465,REGULAR
14466,REGULAR
14476,REGULAR
14477,EVENTUAL
14479,EVENTUAL
14480,REGULAR
14483,REGULAR
14491,REGULAR
14492,REGULAR
14493,REGULAR
14494,EVENTUAL
14495,EVENTUAL
14496,REGULAR
14497,EVENTUAL
14498,EVENTUAL
14500,REGULAR
14501,REGULAR
14505,EVENTUAL
14506,EVENTUAL
14507,EVENTUAL
14509,REGULAR
14511,EVENTUAL
14515,REGULAR
14519,NOVO 24
14520,EVENTUAL
14521,EVENTUAL
14524,EVENTUAL
14526,EVENTUAL
14528,REGULAR
14530,REGULAR
14531,EVENTUAL
14532,EVENTUAL
14534,REGULAR
14535,EVENTUAL
14543,EVENTUAL
14544,REGULAR
14547,REGULAR
14550,REGULAR
14552,REGULAR
14556,EVENTUAL
14561,REGULAR
14562,EVENTUAL
14563,EVENTUAL
14564,EVENTUAL
14565,REGULAR
14568,EVENTUAL
14571,EVENTUAL
14574,REGULAR
14592,REGULAR
14593,EVENTUAL
14594,REGULAR
14595,REGULAR
14598,EVENTUAL
14599,REGULAR
14600,REGULAR
14601,REGULAR
14604,EVENTUAL
14611,EVENTUAL
14612,EVENTUAL
14615,EVENTUAL
14616,REGULAR
14617,EVENTUAL
14625,REGULAR
14627,EVENTUAL
14629,EVENTUAL
14630,REGULAR
14632,EVENTUAL
14633,REGULAR
14634,EVENTUAL
14637,EVENTUAL
14639,REGULAR
14640,EVENTUAL
14641,REGULAR
14643,REGULAR
14644,REGULAR
14645,EVENTUAL
14646,EVENTUAL
14649,REGULAR
14650,EVENTUAL
14651,REGULAR
14654,EVENTUAL
14657,EVENTUAL
14665,EVENTUAL
14670,EVENTUAL
14672,EVENTUAL
14674,EVENTUAL
14675,EVENTUAL
14680,REGULAR
14685,EVENTUAL
14686,EVENTUAL
14688,REGULAR
14691,EVENTUAL
14692,REGULAR
14693,REGULAR
14694,REGULAR
14695,REGULAR
14696,EVENTUAL
14697,EVENTUAL
14698,EVENTUAL
14702,REGULAR
14703,EVENTUAL
14704,REGULAR
14705,EVENTUAL
14706,REGULAR
14707,REGULAR
14708,EVENTUAL
14710,EVENTUAL
14712,EVENTUAL
14714,REGULAR
14716,EVENTUAL
14719,REGULAR
14721,EVENTUAL
14722,EVENTUAL
14723,EVENTUAL
14724,EVENTUAL
14725,EVENTUAL
14726,EVENTUAL
14727,EVENTUAL
14728,EVENTUAL
14730,REGULAR
14732,REGULAR
14734,EVENTUAL
14735,EVENTUAL
14737,REGULAR
14738,EVENTUAL
14739,EVENTUAL
14742,REGULAR
14744,EVENTUAL
14748,EVENTUAL
14753,EVENTUAL
14757,REGULAR
14762,NOVO 24
14765,EVENTUAL
14766,EVENTUAL
14775,REGULAR
14780,REGULAR
14785,EVENTUAL
14787,EVENTUAL
14788,NOVO 24
14789,REGULAR
14791,EVENTUAL
14792,EVENTUAL
14793,EVENTUAL
14794,REGULAR
14796,REGULAR
14797,REGULAR
14799,REGULAR
14800,REGULAR
14803,EVENTUAL
14807,EVENTUAL
14808,REGULAR
14809,REGULAR
14810,REGULAR
14812,REGULAR
14813,REGULAR
14814,EVENTUAL
14816,NOVO 25
14817,REGULAR
14818,EVENTUAL
14819,EVENTUAL
14822,REGULAR
14823,EVENTUAL
14824,EVENTUAL
14825,EVENTUAL
14826,EVENTUAL
14827,REGULAR
14829,REGULAR
14830,EVENTUAL
14831,EVENTUAL
14832,EVENTUAL
14833,EVENTUAL
14834,EVENTUAL
14835,EVENTUAL
14836,EVENTUAL
14837,REGULAR
14838,REGULAR
14840,EVENTUAL
14841,REGULAR
14842,REGULAR
14843,EVENTUAL
14847,EVENTUAL
14848,EVENTUAL
14849,REGULAR
14851,EVENTUAL
14852,REGULAR
14854,EVENTUAL
14855,EVENTUAL
14856,REGULAR
14858,EVENTUAL
14859,EVENTUAL
14861,REGULAR
14862,EVENTUAL
14863,EVENTUAL
14864,EVENTUAL
14865,REGULAR
14866,EVENTUAL
14867,REGULAR
14868,EVENTUAL
14870,EVENTUAL
14871,EVENTUAL
14872,EVENTUAL
14873,REGULAR
14874,EVENTUAL
14875,REGULAR
14876,EVENTUAL
14878,EVENTUAL
14880,REGULAR
14882,REGULAR
14883,REGULAR
14884,REGULAR
14885,REGULAR
14886,REGULAR
14888,REGULAR
14889,REGULAR
14890,EVENTUAL
14891,EVENTUAL
14892,EVENTUAL
14893,EVENTUAL
14894,EVENTUAL
14896,REGULAR
14898,REGULAR
14899,EVENTUAL
14900,NOVO 25
14902,REGULAR
14904,REGULAR
14906,REGULAR
14907,EVENTUAL
14908,REGULAR
14909,EVENTUAL
14910,EVENTUAL
14911,EVENTUAL
14912,EVENTUAL
14913,REGULAR
14916,EVENTUAL
14917,EVENTUAL
14918,REGULAR
14919,REGULAR
14920,EVENTUAL
14921,EVENTUAL
14922,REGULAR
14923,EVENTUAL
14924,EVENTUAL
14925,EVENTUAL
14926,REGULAR
14927,REGULAR
14929,REGULAR
14930,EVENTUAL
14931,EVENTUAL
14937,EVENTUAL
14938,EVENTUAL
14941,REGULAR
14942,REGULAR
14944,EVENTUAL
14945,EVENTUAL
14946,REGULAR
14947,REGULAR
14948,REGULAR
14949,EVENTUAL
14950,EVENTUAL
14952,REGULAR
14957,EVENTUAL
14958,REGULAR
14959,EVENTUAL
14961,EVENTUAL
14964,REGULAR
14965,REGULAR
14968,REGULAR
14969,REGULAR
14971,EVENTUAL
14976,REGULAR
14977,REGULAR
14978,REGULAR
14982,REGULAR
14983,REGULAR
14986,REGULAR
14987,REGULAR
14989,REGULAR
14990,EVENTUAL
14991,EVENTUAL
14993,EVENTUAL
14994,EVENTUAL
14996,EVENTUAL
14997,REGULAR
14998,EVENTUAL
15002,REGULAR
15005,REGULAR
15006,REGULAR
15007,REGULAR
15009,REGULAR
15011,EVENTUAL
15012,REGULAR
15013,EVENTUAL
15014,EVENTUAL
15015,REGULAR
15018,REGULAR
15019,REGULAR
15020,EVENTUAL
15022,EVENTUAL
15024,REGULAR
15028,EVENTUAL
15030,REGULAR
15031,EVENTUAL
15034,EVENTUAL
15035,EVENTUAL
15036,REGULAR
15038,EVENTUAL
15039,EVENTUAL
15040,REGULAR
15042,REGULAR
15043,EVENTUAL
15044,REGULAR
15048,EVENTUAL
15049,REGULAR
15052,EVENTUAL
15053,REGULAR
15061,REGULAR
15063,REGULAR
15064,EVENTUAL
15066,REGULAR
15076,REGULAR
15079,REGULAR
15080,REGULAR
15081,REGULAR
15082,REGULAR
15084,EVENTUAL
15086,REGULAR
15087,REGULAR
15091,REGULAR
15093,REGULAR
15094,EVENTUAL
15095,EVENTUAL
15097,EVENTUAL
15098,EVENTUAL
15100,EVENTUAL
15109,REGULAR
15110,EVENTUAL
15112,EVENTUAL
15114,EVENTUAL
15115,REGULAR
15123,REGULAR
15132,EVENTUAL
15136,EVENTUAL
15140,EVENTUAL
15146,EVENTUAL
15150,REGULAR
15151,REGULAR
15154,EVENTUAL
15155,REGULAR
15160,EVENTUAL
15163,EVENTUAL
15164,EVENTUAL
15167,EVENTUAL
15180,NOVO 24
15198,NOVO 25
15200,REGULAR
15207,REGULAR
15213,REGULAR
15214,REGULAR
15225,NOVO 24
15227,EVENTUAL
15229,NOVO 24
15232,REGULAR
15233,EVENTUAL
15234,REGULAR
15235,NOVO 24
15239,REGULAR
15240,NOVO 24
15243,NOVO 24
15244,REGULAR
15246,REGULAR
15248,NOVO 24
15249,REGULAR
15253,REGULAR
15255,NOVO 25
15257,REGULAR
15258,NOVO 24
15259,REGULAR
15260,REGULAR
15263,REGULAR
15264,REGULAR
15265,REGULAR
15266,REGULAR
15267,NOVO 24
15270,REGULAR
15271,REGULAR
15274,REGULAR
15276,REGULAR
15278,NOVO 24
15281,NOVO 24
15282,NOVO 24
15284,REGULAR
15285,REGULAR
15287,REGULAR
15288,NOVO 25
15289,REGULAR
15290,REGULAR
15291,NOVO 24
15302,REGULAR
15315,REGULAR
15316,REGULAR
15319,REGULAR
15321,NOVO 24
15322,REGULAR
15324,REGULAR
15332,REGULAR
15333,REGULAR
15334,REGULAR
15335,REGULAR
15336,REGULAR
15341,REGULAR
15348,NOVO 24
15349,REGULAR
15355,NOVO 24
15361,EVENTUAL
15368,REGULAR
15374,REGULAR
15378,REGULAR
15389,REGULAR
15398,NOVO 24
15405,NOVO 25
15406,NOVO 24
15407,REGULAR
15413,REGULAR
15414,REGULAR
15421,REGULAR
15423,REGULAR
15426,REGULAR
15428,NOVO 24
15432,NOVO 24
15449,REGULAR
15450,REGULAR
15452,NOVO 24
15454,REGULAR
15463,NOVO 24
15465,REGULAR
15469,REGULAR
15477,NOVO 24
15481,REGULAR
15486,NOVO 24
15487,REGULAR
15496,NOVO 24
15497,NOVO 24
15498,NOVO 24
15499,NOVO 24
15501,NOVO 24
15502,NOVO 24
15503,NOVO 24
15509,NOVO 24
15511,NOVO 24
15512,REGULAR
15513,NOVO 24
15514,NOVO 24
15518,NOVO 24
15519,REGULAR
15529,NOVO 24
15532,NOVO 24
15533,REGULAR
15534,NOVO 24
15535,REGULAR
15541,REGULAR
15542,NOVO 24
15543,REGULAR
15544,REGULAR
15545,NOVO 24
15546,NOVO 24
15547,NOVO 24
15551,REGULAR
15554,REGULAR
15557,NOVO 24
15560,REGULAR
15562,REGULAR
15566,REGULAR
15568,REGULAR
15574,REGULAR
15575,REGULAR
15579,NOVO 24
15581,NOVO 24
15585,REGULAR
15595,NOVO 24
15606,REGULAR
15613,REGULAR
15655,NOVO 24
15660,REGULAR
15663,NOVO 24
15665,REGULAR
15667,REGULAR
15677,NOVO 24
15679,NOVO 24
15681,REGULAR
15682,REGULAR
15683,NOVO 24
15684,NOVO 24
15685,NOVO 24
15688,REGULAR
15690,REGULAR
15691,REGULAR
15692,REGULAR
15696,REGULAR
15698,NOVO 24
15699,NOVO 24
15702,REGULAR
15703,REGULAR
15710,REGULAR
15711,REGULAR
15712,REGULAR
15713,NOVO 24
15714,REGULAR
15717,NOVO 24
15718,NOVO 24
15719,REGULAR
15720,REGULAR
15721,REGULAR
15722,REGULAR
15723,REGULAR
15724,NOVO 24
15727,NOVO 24
15728,REGULAR
15729,NOVO 24
15730,REGULAR
15731,REGULAR
15732,REGULAR
15734,NOVO 24
15735,NOVO 24
15736,NOVO 24
15737,NOVO 24
15740,NOVO 24
15741,NOVO 24
15742,REGULAR
15744,REGULAR
15745,REGULAR
15746,REGULAR
15750,NOVO 24
15751,REGULAR
15752,NOVO 24
15753,NOVO 24
15754,NOVO 24
15756,NOVO 24
15757,NOVO 24
15760,NOVO 24
15771,NOVO 24
15772,REGULAR
15773,REGULAR
15776,NOVO 24
15777,REGULAR
15778,REGULAR
15779,REGULAR
15782,REGULAR
15783,NOVO 24
15784,REGULAR
15785,NOVO 24
15786,REGULAR
15787,NOVO 24
15788,NOVO 24
15789,NOVO 24
15794,NOVO 24
15795,REGULAR
15797,REGULAR
15799,NOVO 24
15800,REGULAR
15801,NOVO 24
15804,REGULAR
15806,REGULAR
15809,REGULAR
15812,NOVO 24
15814,REGULAR
15815,REGULAR
15819,REGULAR
15820,NOVO 24
15821,REGULAR
15822,REGULAR
15823,NOVO 24
15824,REGULAR
15825,NOVO 24
15828,NOVO 24
15829,NOVO 24
15831,NOVO 24
15832,NOVO 24
15833,REGULAR
15834,REGULAR
15835,REGULAR
15842,NOVO 24
15843,REGULAR
15849,NOVO 24
15857,NOVO 24
15858,REGULAR
15860,NOVO 24
15861,NOVO 24
15862,REGULAR
15863,REGULAR
15864,REGULAR
15874,REGULAR
15876,REGULAR
15877,REGULAR
15878,REGULAR
15880,NOVO 24
15883,REGULAR
15892,REGULAR
15897,NOVO 24
15898,NOVO 24
15901,NOVO 24
15902,NOVO 24
15903,NOVO 25
15904,REGULAR
15905,REGULAR
15906,NOVO 24
15908,REGULAR
15909,NOVO 24
15912,REGULAR
15915,NOVO 24
15921,NOVO 24
15926,NOVO 24
15928,REGULAR
15932,REGULAR
15933,REGULAR
15934,REGULAR
15936,NOVO 24
15937,NOVO 24
15941,NOVO 24
15942,REGULAR
15943,REGULAR
15947,NOVO 24
15948,NOVO 24
15949,NOVO 24
15950,REGULAR
15951,NOVO 24
15954,NOVO 24
15956,REGULAR
15958,REGULAR
15960,NOVO 24
15962,NOVO 24
15963,REGULAR
15966,NOVO 24
15967,REGULAR
15970,REGULAR
15971,NOVO 25
15973,NOVO 24
15978,REGULAR
15979,REGULAR
15980,NOVO 24
15981,REGULAR
15982,NOVO 24
15983,REGULAR
15984,REGULAR
15985,NOVO 24
15986,REGULAR
15989,REGULAR
15990,REGULAR
15991,NOVO 24
15992,NOVO 25
16000,NOVO 24
16003,NOVO 24
16007,NOVO 24
16011,REGULAR
16012,REGULAR
16013,NOVO 24
16014,NOVO 24
16016,NOVO 24
16017,NOVO 24
16018,NOVO 24
16020,REGULAR
16026,NOVO 24
16029,NOVO 24
16030,REGULAR
16034,REGULAR
16037,REGULAR
16040,NOVO 24
16041,REGULAR
16042,NOVO 24
16045,REGULAR
16046,REGULAR
16047,REGULAR
16049,REGULAR
16051,REGULAR
16052,REGULAR
16054,REGULAR
16055,NOVO 24
16059,REGULAR
16060,REGULAR
16061,NOVO 24
16075,NOVO 24
16076,NOVO 24
16078,NOVO 24
16079,NOVO 24
16081,NOVO 24
16083,NOVO 24
16085,REGULAR
16086,NOVO 24
16087,NOVO 24
16088,REGULAR
16089,REGULAR
16090,NOVO 24
16091,NOVO 24
16092,REGULAR
16093,NOVO 24
16096,REGULAR
16097,NOVO 24
16099,NOVO 24
16100,NOVO 24
16101,NOVO 24
16104,NOVO 24
16106,NOVO 24
16107,NOVO 24
16108,NOVO 24
16113,REGULAR
16115,NOVO 24
16116,REGULAR
16117,NOVO 24
16119,REGULAR
16120,REGULAR
16121,REGULAR
16122,REGULAR
16123,NOVO 24
16126,NOVO 24
16128,NOVO 24
16129,NOVO 24
16130,NOVO 24
16131,NOVO 24
16134,REGULAR
16135,REGULAR
16136,REGULAR
16137,REGULAR
16138,NOVO 24
16139,REGULAR
