codcli,profile
10697,REGULAR
10698,REGULAR
10699,FREQUENTE
10701,EVENTUAL
10702,REGULAR
10706,VIP
10707,REGULAR
10708,EVENTUAL
10709,VIP
10710,VIP
10711,REGULAR
10712,EVENTUAL
10713,REGULAR
10714,NOVO 24
10716,REGULAR
10717,VIP
10718,REGULAR
10719,REGULAR
10730,VIP
10733,REGULAR
10736,VIP 3+
10740,EVENTUAL
10741,REGULAR
10743,REGULAR
10745,REGULAR
10746,FREQUENTE
10747,REGULAR
10748,REGULAR
10749,FREQUENTE
10750,REGULAR
10751,EVENTUAL
10754,REGULAR
10755,REGULAR
10757,EVENTUAL
10758,REGULAR
10759,EVENTUAL
10761,REGULAR
10762,REGULAR
10763,FREQUENTE
10764,EVENTUAL
10765,REGULAR
10766,REGULAR
10767,REGULAR
10768,REGULAR
10769,REGULAR
10774,REGULAR
10775,FREQUENTE
10777,REGULAR
10780,EVENTUAL
10781,REGULAR
10782,REGULAR
10783,REGULAR
10784,REGULAR
10785,REGULAR
10787,EVENTUAL
10788,REGULAR
10789,REGULAR
10790,EVENTUAL
10792,FREQUENTE
10793,REGULAR
10795,VIP
10798,FREQUENTE
10799,FREQUENTE
10800,FREQUENTE
10801,FREQUENTE
10803,REGULAR
10804,REGULAR
10805,REGULAR
10807,REGULAR
10811,VIP
10812,EVENTUAL
10813,REGULAR
10814,REGULAR
10815,REGULAR
10819,REGULAR
10825,VIP
10826,FREQUENTE
10827,FREQUENTE
10828,REGULAR
10829,REGULAR
10830,REGULAR
10831,REGULAR
10832,FREQUENTE
10833,REGULAR
10838,EVENTUAL
10839,EVENTUAL
10843,REGULAR
10845,EVENTUAL
10846,REGULAR
10847,EVENTUAL
10848,VIP 3+
10850,VIP 3+
10851,EVENTUAL
10853,REGULAR
10859,REGULAR
10875,REGULAR
10885,EVENTUAL
10886,REGULAR
10887,EVENTUAL
10888,FREQUENTE
10893,EVENTUAL
10896,FREQUENTE
10903,REGULAR
10905,REGULAR
10907,REGULAR
10909,REGULAR
10910,REGULAR
10917,REGULAR
10918,EVENTUAL
10920,REGULAR
10928,EVENTUAL
10929,REGULAR
10934,REGULAR
10935,REGULAR
10939,REGULAR
10940,REGULAR
10941,REGULAR
10944,EVENTUAL
10949,REGULAR
10951,REGULAR
10952,VIP
10953,EVENTUAL
10954,REGULAR
10955,REGULAR
10957,REGULAR
10958,REGULAR
10959,REGULAR
10960,FREQUENTE
10963,FREQUENTE
10964,FREQUENTE
10965,EVENTUAL
10966,REGULAR
10967,REGULAR
10968,REGULAR
10969,REGULAR
10972,FREQUENTE
10973,EVENTUAL
10974,FREQUENTE
10975,EVENTUAL
10977,FREQUENTE
10978,REGULAR
10983,REGULAR
10986,EVENTUAL
10987,REGULAR
10988,FREQUENTE
10989,REGULAR
10994,REGULAR
10996,REGULAR
10997,REGULAR
10998,EVENTUAL
11000,FREQUENTE
11003,REGULAR
11004,REGULAR
11008,VIP
11011,REGULAR
11012,EVENTUAL
11013,REGULAR
11014,EVENTUAL
11015,REGULAR
11017,REGULAR
11018,EVENTUAL
11019,FREQUENTE
11020,REGULAR
11023,FREQUENTE
11024,FREQUENTE
11025,REGULAR
11026,REGULAR
11028,REGULAR
11029,REGULAR
11030,FREQUENTE
11031,FREQUENTE
11032,REGULAR
11033,EVENTUAL
11034,REGULAR
11035,EVENTUAL
11038,REGULAR
11040,FREQUENTE
11041,REGULAR
11042,REGULAR
11043,FREQUENTE
11045,REGULAR
11047,EVENTUAL
11048,REGULAR
11054,EVENTUAL
11055,EVENTUAL
11056,REGULAR
11057,FREQUENTE
11058,REGULAR
11059,EVENTUAL
11063,REGULAR
11064,EVENTUAL
11065,FREQUENTE
11066,REGULAR
11068,REGULAR
11069,REGULAR
11070,EVENTUAL
11071,REGULAR
11072,REGULAR
11073,FREQUENTE
11074,REGULAR
11075,EVENTUAL
11076,REGULAR
11077,REGULAR
11079,VIP
11080,VIP
11081,EVENTUAL
11082,EVENTUAL
11083,EVENTUAL
11084,REGULAR
11086,FREQUENTE
11087,REGULAR
11088,REGULAR
11089,EVENTUAL
11092,REGULAR
11093,REGULAR
11094,EVENTUAL
11096,EVENTUAL
11098,REGULAR
11099,REGULAR
11100,REGULAR
11101,REGULAR
11103,EVENTUAL
11104,REGULAR
11105,REGULAR
11106,REGULAR
11107,REGULAR
11108,FREQUENTE
11110,VIP
11111,REGULAR
11112,REGULAR
11113,EVENTUAL
11114,REGULAR
11115,EVENTUAL
11116,REGULAR
11117,FREQUENTE
11118,REGULAR
11120,REGULAR
11121,EVENTUAL
11122,EVENTUAL
11123,EVENTUAL
11124,VIP
11127,EVENTUAL
11128,FREQUENTE
11129,FREQUENTE
11130,EVENTUAL
11131,EVENTUAL
11132,REGULAR
11133,FREQUENTE
11134,REGULAR
11135,REGULAR
11136,REGULAR
11137,EVENTUAL
11138,REGULAR
11139,REGULAR
11140,FREQUENTE
11141,EVENTUAL
11142,REGULAR
11143,NOVO 25
11144,REGULAR
11145,REGULAR
11146,FREQUENTE
11147,FREQUENTE
11148,EVENTUAL
11149,REGULAR
11150,VIP
11152,EVENTUAL
11153,VIP
11154,FREQUENTE
11155,VIP
11157,VIP 3+
11162,EVENTUAL
11163,REGULAR
11164,REGULAR
11165,EVENTUAL
11166,FREQUENTE
11167,EVENTUAL
11168,REGULAR
11169,REGULAR
11170,REGULAR
11171,REGULAR
11172,REGULAR
11174,REGULAR
11175,EVENTUAL
11176,FREQUENTE
11177,REGULAR
11178,REGULAR
11179,EVENTUAL
11181,REGULAR
11182,EVENTUAL
11183,REGULAR
11189,REGULAR
11190,REGULAR
11191,FREQUENTE
11194,VIP
11195,FREQUENTE
11196,REGULAR
11198,REGULAR
11200,REGULAR
11201,FREQUENTE
11202,FREQUENTE
11204,REGULAR
11205,REGULAR
11206,REGULAR
11210,REGULAR
11212,EVENTUAL
11213,EVENTUAL
11214,REGULAR
11215,VIP
11216,REGULAR
11217,EVENTUAL
11218,VIP
11219,FREQUENTE
11221,REGULAR
11222,REGULAR
11223,REGULAR
11224,REGULAR
11227,REGULAR
11228,EVENTUAL
11229,VIP
11230,REGULAR
11232,EVENTUAL
11233,VIP
11234,EVENTUAL
11235,REGULAR
11236,EVENTUAL
11237,FREQUENTE
11238,VIP
11239,VIP
11240,REGULAR
11242,EVENTUAL
11243,REGULAR
11244,REGULAR
11247,REGULAR
11251,FREQUENTE
11252,REGULAR
11253,FREQUENTE
11254,REGULAR
11255,VIP
11256,EVENTUAL
11257,EVENTUAL
11258,REGULAR
11259,VIP
11261,REGULAR
11262,REGULAR
11263,REGULAR
11264,REGULAR
11265,EVENTUAL
11266,EVENTUAL
11269,REGULAR
11270,REGULAR
11271,VIP
11272,FREQUENTE
11273,REGULAR
11274,VIP
11275,REGULAR
11276,EVENTUAL
11279,FREQUENTE
11280,EVENTUAL
11284,EVENTUAL
11285,EVENTUAL
11286,VIP
11287,EVENTUAL
11292,EVENTUAL
11294,EVENTUAL
11295,REGULAR
11296,REGULAR
11298,FREQUENTE
11300,EVENTUAL
11303,EVENTUAL
11304,EVENTUAL
11306,EVENTUAL
11308,REGULAR
11311,REGULAR
11313,FREQUENTE
11318,REGULAR
11319,REGULAR
11326,REGULAR
11328,REGULAR
11334,REGULAR
11335,REGULAR
11337,FREQUENTE
11341,REGULAR
11342,EVENTUAL
11343,FREQUENTE
11344,REGULAR
11345,REGULAR
11346,FREQUENTE
11347,REGULAR
11348,FREQUENTE
11349,REGULAR
11350,FREQUENTE
11351,REGULAR
11352,FREQUENTE
11353,VIP
11354,REGULAR
11355,EVENTUAL
11356,EVENTUAL
11358,REGULAR
11359,REGULAR
11360,REGULAR
11361,EVENTUAL
11362,EVENTUAL
11363,EVENTUAL
11366,REGULAR
11369,REGULAR
11370,EVENTUAL
11372,REGULAR
11373,REGULAR
11374,FREQUENTE
11375,REGULAR
11376,REGULAR
11377,FREQUENTE
11378,FREQUENTE
11379,EVENTUAL
11380,EVENTUAL
11383,REGULAR
11384,EVENTUAL
11385,REGULAR
11386,REGULAR
11387,REGULAR
11388,EVENTUAL
11389,FREQUENTE
11390,REGULAR
11392,FREQUENTE
11393,FREQUENTE
11394,FREQUENTE
11396,VIP
11397,EVENTUAL
11398,VIP
11399,REGULAR
11400,VIP
11401,REGULAR
11403,REGULAR
11404,REGULAR
11405,REGULAR
11406,REGULAR
11407,REGULAR
11408,FREQUENTE
11410,EVENTUAL
11411,REGULAR
11412,REGULAR
11413,REGULAR
11414,REGULAR
11415,EVENTUAL
11416,FREQUENTE
11417,REGULAR
11418,EVENTUAL
11419,REGULAR
11420,FREQUENTE
11421,EVENTUAL
11424,REGULAR
11425,EVENTUAL
11427,REGULAR
11428,REGULAR
11434,FREQUENTE
11435,REGULAR
11436,REGULAR
11437,REGULAR
11438,REGULAR
11439,VIP
11440,REGULAR
11442,REGULAR
11443,REGULAR
11444,REGULAR
11445,REGULAR
11447,REGULAR
11448,EVENTUAL
11449,VIP
11450,EVENTUAL
11471,REGULAR
11472,EVENTUAL
11473,REGULAR
11474,REGULAR
11475,REGULAR
11476,REGULAR
11477,EVENTUAL
11481,EVENTUAL
11483,EVENTUAL
11485,REGULAR
11486,EVENTUAL
11488,REGULAR
11490,EVENTUAL
11491,FREQUENTE
11492,FREQUENTE
11493,EVENTUAL
11495,REGULAR
11496,VIP
11503,REGULAR
11506,EVENTUAL
11507,REGULAR
11511,FREQUENTE
11512,VIP
11515,REGULAR
11516,REGULAR
11518,REGULAR
11519,REGULAR
11520,REGULAR
11523,REGULAR
11524,REGULAR
11525,FREQUENTE
11526,REGULAR
11527,REGULAR
11528,REGULAR
11529,EVENTUAL
11530,VIP
11531,EVENTUAL
11532,EVENTUAL
11533,REGULAR
11534,EVENTUAL
11541,REGULAR
11542,VIP
11545,FREQUENTE
11546,EVENTUAL
11548,REGULAR
11549,VIP
11550,REGULAR
11551,EVENTUAL
11552,REGULAR
11556,REGULAR
11557,REGULAR
11558,EVENTUAL
11559,REGULAR
11560,REGULAR
11564,FREQUENTE
11565,REGULAR
11573,EVENTUAL
11578,REGULAR
11581,EVENTUAL
11586,EVENTUAL
11587,REGULAR
11588,VIP
11593,VIP
11594,FREQUENTE
11597,EVENTUAL
11598,EVENTUAL
11599,REGULAR
11601,EVENTUAL
11602,VIP
11607,REGULAR
11615,EVENTUAL
11619,EVENTUAL
11622,REGULAR
11627,EVENTUAL
11628,EVENTUAL
11634,EVENTUAL
11642,FREQUENTE
11644,FREQUENTE
11646,VIP
11648,EVENTUAL
11649,REGULAR
11650,REGULAR
11651,EVENTUAL
11655,REGULAR
11662,EVENTUAL
11673,FREQUENTE
11674,FREQUENTE
11675,FREQUENTE
11679,REGULAR
11680,REGULAR
11681,REGULAR
11687,EVENTUAL
11690,FREQUENTE
11691,FREQUENTE
11692,REGULAR
11694,EVENTUAL
11696,FREQUENTE
11698,REGULAR
11700,REGULAR
11702,VIP
11703,REGULAR
11706,NOVO 26
11707,REGULAR
11708,REGULAR
11709,REGULAR
11710,VIP 3+
11711,REGULAR
11712,REGULAR
11715,EVENTUAL
11718,REGULAR
11719,FREQUENTE
11720,REGULAR
11721,EVENTUAL
11722,VIP 3+
11723,REGULAR
11724,REGULAR
11725,REGULAR
11726,FREQUENTE
11727,VIP
11728,REGULAR
11729,VIP
11730,REGULAR
11731,REGULAR
11733,REGULAR
11734,EVENTUAL
11735,REGULAR
11736,REGULAR
11737,FREQUENTE
11742,REGULAR
11743,REGULAR
11745,REGULAR
11750,REGULAR
11751,EVENTUAL
11752,REGULAR
11753,REGULAR
11754,VIP 3+
11758,REGULAR
11760,REGULAR
11761,REGULAR
11762,REGULAR
11763,REGULAR
11764,REGULAR
11765,REGULAR
11766,REGULAR
11767,FREQUENTE
11774,REGULAR
11775,REGULAR
11778,VIP
11784,REGULAR
11785,REGULAR
11787,REGULAR
11788,FREQUENTE
11789,REGULAR
11790,EVENTUAL
11791,FREQUENTE
11795,EVENTUAL
11801,REGULAR
11802,REGULAR
11807,FREQUENTE
11808,FREQUENTE
11809,FREQUENTE
11810,REGULAR
11817,REGULAR
11830,VIP 3+
11833,EVENTUAL
11836,VIP
11839,FREQUENTE
11840,REGULAR
11841,REGULAR
11843,FREQUENTE
11857,REGULAR
11858,REGULAR
11867,FREQUENTE
11868,EVENTUAL
11872,REGULAR
11873,EVENTUAL
11874,REGULAR
11875,REGULAR
11879,REGULAR
11882,REGULAR
11883,REGULAR
11884,REGULAR
11899,REGULAR
11902,EVENTUAL
11903,EVENTUAL
11904,REGULAR
11907,REGULAR
11913,REGULAR
11934,FREQUENTE
11935,REGULAR
11936,EVENTUAL
11938,REGULAR
11941,FREQUENTE
11946,REGULAR
11949,REGULAR
11950,REGULAR
11951,EVENTUAL
11952,REGULAR
11953,REGULAR
11954,FREQUENTE
11955,REGULAR
11957,REGULAR
11965,FREQUENTE
11966,VIP 3+
11969,REGULAR
11970,FREQUENTE
11972,REGULAR
11973,REGULAR
11974,REGULAR
11975,REGULAR
11976,FREQUENTE
11978,REGULAR
11981,REGULAR
11982,REGULAR
11983,REGULAR
11985,REGULAR
11987,EVENTUAL
11988,REGULAR
11990,REGULAR
11992,FREQUENTE
11996,EVENTUAL
11997,FREQUENTE
11998,REGULAR
12000,REGULAR
12010,REGULAR
12011,REGULAR
12019,FREQUENTE
12023,REGULAR
12024,FREQUENTE
12025,REGULAR
12026,REGULAR
12028,REGULAR
12029,VIP 3+
12036,FREQUENTE
12037,REGULAR
12038,EVENTUAL
12041,REGULAR
12042,REGULAR
12047,REGULAR
12049,REGULAR
12061,REGULAR
12065,REGULAR
12068,REGULAR
12069,EVENTUAL
12070,REGULAR
12071,REGULAR
12077,REGULAR
12080,FREQUENTE
12081,REGULAR
12082,REGULAR
12084,FREQUENTE
12090,REGULAR
12091,REGULAR
12092,REGULAR
12098,REGULAR
12108,REGULAR
12110,REGULAR
12112,REGULAR
12113,REGULAR
12120,REGULAR
12121,REGULAR
12122,REGULAR
12131,REGULAR
12135,REGULAR
12142,REGULAR
12144,REGULAR
12151,REGULAR
12152,EVENTUAL
12153,REGULAR
12157,FREQUENTE
12159,FREQUENTE
12160,REGULAR
12163,VIP
12165,REGULAR
12166,REGULAR
12178,REGULAR
12183,EVENTUAL
12241,REGULAR
12245,REGULAR
12246,EVENTUAL
12275,REGULAR
12278,REGULAR
12279,REGULAR
12281,NOVO 24
12284,EVENTUAL
12286,REGULAR
12290,REGULAR
12291,REGULAR
12294,VIP 3+
12295,VIP
12296,VIP
12297,EVENTUAL
12298,FREQUENTE
12299,EVENTUAL
12302,REGULAR
12304,REGULAR
12305,REGULAR
12307,EVENTUAL
12309,EVENTUAL
12313,REGULAR
12314,REGULAR
12316,EVENTUAL
12320,EVENTUAL
12323,FREQUENTE
12324,REGULAR
12325,REGULAR
12326,EVENTUAL
12327,REGULAR
12330,REGULAR
12331,REGULAR
12338,REGULAR
12342,VIP
12344,REGULAR
12347,REGULAR
12349,EVENTUAL
12351,EVENTUAL
12353,VIP 3+
12357,REGULAR
12358,EVENTUAL
12359,REGULAR
12361,EVENTUAL
12362,EVENTUAL
12363,EVENTUAL
12365,REGULAR
12367,REGULAR
12368,VIP
12370,REGULAR
12372,REGULAR
12376,REGULAR
12377,REGULAR
12378,REGULAR
12383,REGULAR
12384,REGULAR
12389,REGULAR
12394,REGULAR
12400,EVENTUAL
12402,REGULAR
12403,FREQUENTE
12407,VIP
12408,FREQUENTE
12409,REGULAR
12410,EVENTUAL
12411,REGULAR
12412,EVENTUAL
12413,EVENTUAL
12414,EVENTUAL
12415,EVENTUAL
12416,EVENTUAL
12417,VIP 3+
12418,REGULAR
12419,EVENTUAL
12420,EVENTUAL
12422,REGULAR
12423,REGULAR
12424,EVENTUAL
12426,REGULAR
12427,FREQUENTE
12428,REGULAR
12432,REGULAR
12433,REGULAR
12435,FREQUENTE
12436,REGULAR
12438,REGULAR
12439,EVENTUAL
12444,EVENTUAL
12445,REGULAR
12448,REGULAR
12450,EVENTUAL
12451,REGULAR
12452,EVENTUAL
12454,REGULAR
12455,EVENTUAL
12457,REGULAR
12460,EVENTUAL
12463,FREQUENTE
12465,EVENTUAL
12467,EVENTUAL
12468,REGULAR
12469,EVENTUAL
12475,VIP 3+
12477,VIP 3+
12478,REGULAR
12479,EVENTUAL
12480,REGULAR
12482,REGULAR
12486,REGULAR
12487,EVENTUAL
12489,REGULAR
12490,REGULAR
12492,VIP
12494,FREQUENTE
12497,REGULAR
12501,REGULAR
12502,REGULAR
12504,EVENTUAL
12505,REGULAR
12514,EVENTUAL
12516,VIP
12517,EVENTUAL
12518,REGULAR
12519,NOVO 25
12520,REGULAR
12521,REGULAR
12522,REGULAR
12525,EVENTUAL
12527,EVENTUAL
12528,FREQUENTE
12529,FREQUENTE
12534,FREQUENTE
12535,REGULAR
12536,REGULAR
12538,EVENTUAL
12540,REGULAR
12542,EVENTUAL
12543,FREQUENTE
12545,REGULAR
12546,REGULAR
12553,EVENTUAL
12554,EVENTUAL
12561,FREQUENTE
12562,REGULAR
12563,REGULAR
12565,FREQUENTE
12566,EVENTUAL
12568,VIP 3+
12569,EVENTUAL
12570,FREQUENTE
12572,EVENTUAL
12576,VIP 3+
12577,EVENTUAL
12579,REGULAR
12581,REGULAR
12583,EVENTUAL
12584,REGULAR
12587,REGULAR
12588,REGULAR
12589,EVENTUAL
12591,REGULAR
12592,REGULAR
12593,EVENTUAL
12594,REGULAR
12595,EVENTUAL
12599,REGULAR
12600,REGULAR
12602,FREQUENTE
12604,REGULAR
12607,REGULAR
12608,EVENTUAL
12609,EVENTUAL
12611,EVENTUAL
12621,EVENTUAL
12625,REGULAR
12626,EVENTUAL
12627,REGULAR
12628,REGULAR
12629,REGULAR
12631,EVENTUAL
12632,REGULAR
12633,EVENTUAL
12635,REGULAR
12636,REGULAR
12637,EVENTUAL
12639,REGULAR
12640,REGULAR
12641,REGULAR
12642,REGULAR
12643,REGULAR
12644,REGULAR
12645,EVENTUAL
12646,REGULAR
12651,REGULAR
12652,EVENTUAL
12653,REGULAR
12655,EVENTUAL
12656,REGULAR
12657,REGULAR
12661,REGULAR
12664,REGULAR
12666,REGULAR
12667,REGULAR
12669,REGULAR
12670,EVENTUAL
12671,REGULAR
12672,REGULAR
12676,EVENTUAL
12677,FREQUENTE
12679,REGULAR
12680,FREQUENTE
12681,REGULAR
12684,REGULAR
12689,REGULAR
12690,REGULAR
12693,EVENTUAL
12708,REGULAR
12709,REGULAR
12713,REGULAR
12714,EVENTUAL
12716,EVENTUAL
12717,REGULAR
12724,REGULAR
12725,REGULAR
12727,REGULAR
12738,FREQUENTE
12739,EVENTUAL
12741,EVENTUAL
12742,REGULAR
12743,REGULAR
12744,REGULAR
12747,FREQUENTE
12748,REGULAR
12751,REGULAR
12753,EVENTUAL
12754,REGULAR
12763,EVENTUAL
12770,REGULAR
12772,REGULAR
12774,REGULAR
12775,REGULAR
12778,VIP 3+
12783,VIP 3+
12784,EVENTUAL
12785,EVENTUAL
12790,REGULAR
12791,VIP 3+
12792,EVENTUAL
12793,VIP
12797,REGULAR
12798,FREQUENTE
12800,EVENTUAL
12802,REGULAR
12804,REGULAR
12806,EVENTUAL
12808,EVENTUAL
12809,EVENTUAL
12810,REGULAR
12811,REGULAR
12815,FREQUENTE
12817,EVENTUAL
12822,FREQUENTE
12823,REGULAR
12836,REGULAR
12838,REGULAR
12839,VIP 3+
12840,REGULAR
12841,REGULAR
12842,VIP
12843,EVENTUAL
12844,VIP 3+
12849,REGULAR
12853,REGULAR
12857,REGULAR
12858,FREQUENTE
12863,REGULAR
12864,REGULAR
12867,VIP 3+
12868,EVENTUAL
12870,EVENTUAL
12872,EVENTUAL
12877,REGULAR
12878,VIP 3+
12879,REGULAR
12883,EVENTUAL
12885,FREQUENTE
12886,REGULAR
12889,REGULAR
12890,VIP 3+
12896,FREQUENTE
12897,REGULAR
12899,VIP 3+
12900,FREQUENTE
12901,VIP 3+
12902,FREQUENTE
12903,REGULAR
